ds,yhat,yhat_lower,yhat_upper,actual
2011-11-21,40044.308822746774,28799.979205193064,50146.141349454534,41771.0
2011-11-28,41820.23396936016,30682.693522613234,52457.44628155793,44552.0
2011-12-05,41830.615335713796,31249.732676788164,52790.43901443453,37886.0
2011-12-12,36468.48980416324,25106.422191042442,47564.94071990609,44048.0
2011-12-19,25643.938241594988,14813.274141162217,36919.73323107854,34283.0
2011-12-26,15050.79968542839,3656.734594947029,25435.697007538805,5823.0
2012-01-02,12283.463558459425,2254.235807436157,23348.900906956198,10279.0
2012-01-09,19846.2541552641,8867.034288034103,31654.792839835747,33210.0
2012-01-16,32359.70226349168,21513.37441691263,42853.20474251309,38998.0
2012-01-23,41342.56258834939,30562.40498235645,51886.607052861145,42283.0
2012-01-30,42818.204282305596,32038.9001356054,53591.81693292301,39230.0
2012-02-06,39939.2925817636,29420.82383588721,50129.524490194846,35961.0
2012-02-13,38427.1748261254,26933.10990089479,48079.34041049866,38295.0
2012-02-20,40395.05073191866,29110.542894973754,50881.94774495086,39512.0
2012-02-27,43211.50180167517,32332.66675203514,53566.25192796741,40035.0
2012-03-05,43693.696016471746,32722.158628948946,54902.091625824214,39567.0
2012-03-12,41978.078279936955,30654.491418490317,52968.386750000245,40520.0
2012-03-19,40682.096576069205,30068.16060643621,51972.689199186745,40940.0
2012-03-26,41181.831790731914,30924.162927585698,52138.79330893062,46175.0
2012-04-02,42056.10938331476,31198.13659422309,52930.463112706886,42200.0
2012-04-09,41398.14313245716,30229.754662855245,52580.554690848905,35371.0
2012-04-16,39567.95847261299,28151.10442834485,50895.33921683099,42371.0
2012-04-23,38670.88130959847,27884.27749505684,49625.391045513716,41304.0
2012-04-30,39614.3225955959,27908.961770585152,51231.40576559299,32129.0
2012-05-07,40807.68457467929,28712.338468594437,51623.08227024926,41035.0
2012-05-14,40274.62958066644,29480.841895540383,51470.6669041894,34871.0
2012-05-21,38335.78312018763,26598.36464013028,49420.871901932755,40736.0
2012-05-28,37246.73578737361,26906.054702402536,48013.75441801501,35265.0
